;;MTRL-0421;;;;;;;;
09/04/2021 09:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:16;00:00:05;00:00:21;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:25;00:01:03;00:01:28;1,05;Terminado por 02619993664986;
09/04/2021 09:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:05;00:00:17;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:17;00:01:07;00:01:24;1,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:05;00:00:44;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:25;00:00:33;00:00:58;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:16;00:00:45;00:01:01;0,75;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:03;00:00:16;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:30;00:00:33;00:01:03;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:14;00:00:15;00:00:29;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:03;00:00:14;0,05;Terminado por 02619991159612;
09/04/2021 09:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:25;00:00:47;00:01:12;0,78;Terminado por 02619981680587;
09/04/2021 09:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:01;00:00:42;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:44;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:06;00:00:34;00:00:40;0,57;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:10;00:00:33;00:00:43;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:17;00:00:46;00:01:03;0,77;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:10;00:00:50;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:33;00:00:44;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:38;00:00:13;00:00:51;0,22;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 09:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:15;00:00:41;00:00:56;0,68;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:12;00:00:33;00:00:45;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:07;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:27;00:01:08;0,45;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:09;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:28;00:01:11;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:04;00:00:43;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:12;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:01;00:00:43;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:13;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:10;00:00:29;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:14;00:00:02;00:00:16;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:26;00:00:01;00:00:27;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:12;00:01:30;00:01:42;1,5;Terminado por 0261938285235;
09/04/2021 10:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:10;00:00:19;0,17;Terminado por 02619992859798;
09/04/2021 10:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:01:04;00:00:03;00:01:07;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:12;00:00:12;00:00:24;0,2;Terminado por 02619992786364;
09/04/2021 10:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:31;00:00:02;00:00:33;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:31;00:00:44;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:18;00:00:14;00:00:32;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:23;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:12;00:00:48;00:01:00;0,8;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:44;00:00:33;00:01:17;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:26;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:00:40;00:01:02;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:03;00:00:42;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:23;00:00:14;00:00:37;0,23;Terminado por 02619983711323;
09/04/2021 10:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:26;00:00:43;00:01:09;0,72;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:17;00:00:33;00:00:50;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:01:04;00:00:03;00:01:07;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:10;00:00:31;00:00:41;0,52;Terminado por 02619999292249;
09/04/2021 10:37;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:35;00:01:15;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:14;00:00:35;00:00:49;0,58;Terminado por 02619998994980;
09/04/2021 10:39;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:19;00:00:15;00:00:34;0,25;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:40;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:21;00:00:33;00:00:54;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:20;00:00:51;00:01:11;0,85;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:42;00:00:19;00:01:01;0,32;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:42;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:01:06;00:00:35;00:01:41;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:45;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:32;00:00:40;00:01:12;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:46;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:07;00:00:33;00:00:40;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:03;00:00:44;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:23;00:00:02;00:00:25;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:32;00:00:50;0,53;Terminado por 02619993890543;
09/04/2021 10:48;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:00;00:00:19;0;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:50;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:39;00:00:54;0,65;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:53;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:21;00:00:00;00:00:21;0;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:54;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:14;00:00:55;0,23;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:05;00:00:02;00:00:07;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 10:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:18;00:00:07;00:00:25;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 11:00;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:27;00:00:45;0,45;Terminado por 02619989656528;
09/04/2021 11:01;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:05;00:00:24;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 11:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:04;00:00:21;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 11:02;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:57;00:00:19;00:01:16;0,32;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 11:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:01;00:00:42;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 11:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61938E+11;Atendida;00:00:20;00:00:33;00:00:53;0,55;Terminado por 0261938285235;
09/04/2021 13:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:01;00:00:42;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 13:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61997E+12;Atendida;00:00:12;00:00:40;00:00:52;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 13:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:01:09;00:01:20;1,15;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 13:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:05;00:00:22;0,08;Terminado por 02619991989916;
09/04/2021 13:32;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:39;00:00:52;0,65;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 13:33;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:21;00:00:43;00:01:04;0,72;Terminado por 02619989083050;
09/04/2021 13:35;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:09;00:00:31;00:00:40;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 13:38;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:30;00:00:43;0,5;Terminado por 02619994894210;
09/04/2021 13:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:10;00:00:50;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 13:47;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:31;00:00:44;0,52;Terminado por 02619987689706;
09/04/2021 13:57;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:25;00:00:07;00:00:32;0,12;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 13:59;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:30;00:00:08;00:00:38;0,13;Terminado por 02619983976883;
09/04/2021 14:03;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61939E+11;Atendida;00:00:22;00:00:33;00:00:55;0,55;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:04;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:42;00:00:01;00:00:43;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:05;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:22;00:00:05;00:00:27;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:08;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:02;00:00:10;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:10;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:09;00:00:49;0,15;Terminado por 02619988527689;
09/04/2021 14:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:38;00:00:53;0,63;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:20;00:00:28;00:00:48;0,47;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:19;00:00:01;00:00:20;0,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:30;00:00:03;00:00:33;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:41;00:00:04;00:00:45;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:13;00:00:23;00:00:36;0,38;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:20;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:41;00:00:38;00:01:19;0,63;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:43;00:00:41;00:01:24;0,68;Terminado por 02619991736972;
09/04/2021 14:24;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:01:05;00:00:02;00:01:07;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:04;00:00:22;0,07;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:13;00:00:05;00:00:18;0,08;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:39;00:00:24;00:01:03;0,4;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:36;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:21;00:01:16;00:01:37;1,27;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:43;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:51;00:01:04;0,85;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:49;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:10;00:00:28;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:52;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:03;00:00:14;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 14:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:18;00:00:31;00:00:49;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 15:16;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:11;00:00:37;00:00:48;0,62;Terminado por 02619998928066;
09/04/2021 15:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:10;00:01:01;00:01:11;1,02;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 15:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:13;00:00:36;00:00:49;0,6;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 15:22;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:40;00:00:02;00:00:42;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 15:28;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:31;00:00:48;0,52;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 15:34;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:40;00:00:55;0,67;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 15:41;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:24;00:00:02;00:00:26;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 15:56;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:37;00:00:52;0,62;Terminado por 02619992717129;
09/04/2021 15:58;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:40;00:00:03;00:00:43;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:15;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:01:12;00:00:03;00:01:15;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:17;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:11;00:00:02;00:00:13;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,62E+12;Atendida;00:00:34;00:00:03;00:00:37;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:18;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:41;00:00:10;00:00:51;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:19;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:40;00:00:00;00:00:40;0;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:21;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:15;00:00:31;00:00:46;0,52;Terminado por 02619989612454;
09/04/2021 16:25;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:01:07;00:00:35;00:01:42;0,58;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:27;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:45;00:00:02;00:00:47;0,03;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:29;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:46;00:00:10;00:00:56;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:08;00:00:03;00:00:11;0,05;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:30;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61998E+12;Atendida;00:00:43;00:00:10;00:00:53;0,17;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
09/04/2021 16:31;3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);;2,61999E+12;Atendida;00:00:17;00:00:48;00:01:05;0,8;Terminado por 3CX-Montreal-Compras-Recepcao-11-3195-5324 (0098);
